"EmployeeKey","ParentEmployeeKey","EmployeeNationalIDAlternateKey","ParentEmployeeNationalIDAlternateKey","SalesTerritoryKey","FirstName","LastName","MiddleName","NameStyle","Title","HireDate","BirthDate","LoginID","EmailAddress","Phone","MaritalStatus","EmergencyContactName","EmergencyContactPhone","SalariedFlag","Gender","PayFrequency","BaseRate","VacationHours","SickLeaveHours","CurrentFlag","SalesPersonFlag","DepartmentName","StartDate","EndDate","Status","EmployeePhoto"
"81","162","811994146","","11","Diane","Margheim","L","False","Research and Development Engineer","7/29/2008 12:00:00 AM","1/3/1986 12:00:00 AM","adventure-works\diane1","diane1@adventure-works.com","815-555-0138","S","Diane Margheim","815-555-0138","True","F","2","40.8654","62","51","True","False","Research and Development","7/29/2008 12:00:00 AM","","Current","System.Byte[]"
"82","18","330211482","","11","Rebecca","Laszlo","A","False","Production Technician - WC60","7/29/2008 12:00:00 AM","2/4/1988 12:00:00 AM","adventure-works\rebecca0","rebecca0@adventure-works.com","314-555-0113","M","Rebecca Laszlo","314-555-0113","False","F","1","12.4500","23","31","True","False","Production","7/29/2008 12:00:00 AM","","Current","System.Byte[]"
"83","214","632092621","","11","Rajesh","Patel","M","False","Production Technician - WC40","7/31/2008 12:00:00 AM","5/4/1977 12:00:00 AM","adventure-works\rajesh0","rajesh0@adventure-works.com","373-555-0137","M","Rajesh Patel","373-555-0137","False","M","1","15.0000","48","44","True","False","Production","7/31/2008 12:00:00 AM","","Current","System.Byte[]"
"84","32","264306399","","11","Vidur","Luthra","X","False","Recruiter","8/1/2008 12:00:00 AM","3/1/1984 12:00:00 AM","adventure-works\vidur0","vidur0@adventure-works.com","153-555-0186","S","Vidur Luthra","153-555-0186","False","M","2","18.2692","50","45","True","False","Human Resources","8/1/2008 12:00:00 AM","","Current","System.Byte[]"
"85","40","981597097","","11","John","Evans","P","False","Production Technician - WC50","8/1/2008 12:00:00 AM","12/29/1977 12:00:00 AM","adventure-works\john1","john1@adventure-works.com","172-555-0130","S","John Evans","172-555-0130","False","M","1","11.0000","91","65","True","False","Production","8/1/2008 12:00:00 AM","","Current","System.Byte[]"
"86","9","693325305","","11","Nancy","Anderson","A","False","Production Technician - WC60","8/2/2008 12:00:00 AM","6/19/1988 12:00:00 AM","adventure-works\nancy0","nancy0@adventure-works.com","970-555-0118","M","Nancy Anderson","970-555-0118","False","F","1","12.4500","34","37","True","False","Production","8/2/2008 12:00:00 AM","","Current","System.Byte[]"
"87","23","521265716","","11","Pilar","Ackerman","G","False","Shipping and Receiving Supervisor","8/2/2008 12:00:00 AM","4/9/1972 12:00:00 AM","adventure-works\pilar0","pilar0@adventure-works.com","577-555-0185","S","Pilar Ackerman","577-555-0185","True","M","2","19.2308","93","66","True","False","Shipping and Receiving","8/2/2008 12:00:00 AM","","Current","System.Byte[]"
"88","188","746373306","","11","David","Yalovsky","A","False","Production Technician - WC30","8/2/2008 12:00:00 AM","3/3/1981 12:00:00 AM","adventure-works\david3","david3@adventure-works.com","373-555-0142","S","David Yalovsky","373-555-0142","False","M","1","9.5000","32","36","True","False","Production","8/2/2008 12:00:00 AM","","Current","System.Byte[]"
"89","23","750905084","","11","David","Hamilton","P","False","Production Supervisor - WC40","8/3/2008 12:00:00 AM","1/30/1983 12:00:00 AM","adventure-works\david4","david4@adventure-works.com","986-555-0177","S","David Hamilton","986-555-0177","False","M","2","25.0000","73","56","True","False","Production","8/3/2008 12:00:00 AM","","Current","System.Byte[]"
"90","126","514829225","","11","Laura","Steele","C","False","Production Technician - WC45","8/3/2008 12:00:00 AM","7/25/1980 12:00:00 AM","adventure-works\laura0","laura0@adventure-works.com","777-555-0141","S","Laura Steele","777-555-0141","False","F","1","10.0000","75","57","True","False","Production","8/3/2008 12:00:00 AM","","Current","System.Byte[]"
"91","18","750246141","","11","Margie","Shoop","W","False","Production Technician - WC60","8/4/2008 12:00:00 AM","12/18/1985 12:00:00 AM","adventure-works\margie0","margie0@adventure-works.com","818-555-0128","M","Margie Shoop","818-555-0128","False","F","1","12.4500","18","29","True","False","Production","8/4/2008 12:00:00 AM","","Current","System.Byte[]"
"92","204","345106466","","11","Zainal","Arifin","T","False","Document Control Manager","8/4/2008 12:00:00 AM","8/30/1975 12:00:00 AM","adventure-works\zainal0","zainal0@adventure-works.com","204-555-0115","M","Zainal Arifin","204-555-0115","False","M","2","17.7885","77","58","True","False","Document Control","8/4/2008 12:00:00 AM","","Current","System.Byte[]"
"93","214","19312190","","11","Lorraine","Nay","O","False","Production Technician - WC40","8/4/2008 12:00:00 AM","6/26/1988 12:00:00 AM","adventure-works\lorraine0","lorraine0@adventure-works.com","845-555-0184","M","Lorraine Nay","845-555-0184","False","F","1","15.0000","49","44","True","False","Production","8/4/2008 12:00:00 AM","","Current","System.Byte[]"
"94","147","212801092","","11","Fadi","Fakhouri","K","False","Production Technician - WC20","8/4/2008 12:00:00 AM","9/15/1988 12:00:00 AM","adventure-works\fadi0","fadi0@adventure-works.com","935-555-0116","S","Fadi Fakhouri","935-555-0116","False","M","1","14.0000","16","28","True","False","Production","8/4/2008 12:00:00 AM","","Current","System.Byte[]"
"95","53","769680433","","11","Ryan","Cornelsen","L","False","Production Technician - WC40","8/5/2008 12:00:00 AM","1/12/1972 12:00:00 AM","adventure-works\ryan0","ryan0@adventure-works.com","208-555-0114","M","Ryan Cornelsen","208-555-0114","False","M","1","15.0000","59","49","True","False","Production","8/5/2008 12:00:00 AM","","Current","System.Byte[]"
"96","142","60517918","","11","Candy","Spoon","L","False","Accounts Receivable Specialist","8/6/2008 12:00:00 AM","9/23/1975 12:00:00 AM","adventure-works\candy0","candy0@adventure-works.com","920-555-0177","S","Candy Spoon","920-555-0177","False","F","2","19.0000","61","50","True","False","Finance","8/6/2008 12:00:00 AM","","Current","System.Byte[]"
"97","76","431859843","","11","Nuan","Yu","","False","Production Technician - WC50","8/6/2008 12:00:00 AM","10/27/1978 12:00:00 AM","adventure-works\nuan0","nuan0@adventure-works.com","913-555-0184","S","Nuan Yu","913-555-0184","False","M","1","11.0000","2","21","True","False","Production","8/6/2008 12:00:00 AM","","Current","System.Byte[]"
"98","46","621209647","","11","William","Vong","S","False","Scheduling Assistant","8/7/2008 12:00:00 AM","6/6/1981 12:00:00 AM","adventure-works\william0","william0@adventure-works.com","148-555-0145","M","William Vong","148-555-0145","False","M","2","16.0000","45","42","True","False","Production Control","8/7/2008 12:00:00 AM","3/31/2011 12:00:00 AM","","System.Byte[]"
"99","46","621209647","","11","William","Vong","S","False","Scheduling Assistant","8/7/2008 12:00:00 AM","6/6/1981 12:00:00 AM","adventure-works\william0","william0@adventure-works.com","148-555-0145","M","William Vong","148-555-0145","False","M","2","16.0000","45","42","True","False","Production Control","4/1/2011 12:00:00 AM","","Current","System.Byte[]"
"100","177","420023788","","11","Bjorn","Rettig","M","False","Production Technician - WC30","8/7/2008 12:00:00 AM","6/6/1989 12:00:00 AM","adventure-works\bjorn0","bjorn0@adventure-works.com","199-555-0117","S","Bjorn Rettig","199-555-0117","False","M","1","9.5000","43","41","True","False","Production","8/7/2008 12:00:00 AM","","Current","System.Byte[]"
"101","201","199546871","","11","Scott","Gode","R","False","Production Technician - WC45","8/8/2008 12:00:00 AM","9/10/1986 12:00:00 AM","adventure-works\scott0","scott0@adventure-works.com","391-555-0138","M","Scott Gode","391-555-0138","False","M","1","10.0000","86","63","True","False","Production","8/8/2008 12:00:00 AM","","Current","System.Byte[]"
"102","89","830150469","","11","Michael","Rothkugel","L","False","Production Technician - WC40","8/10/2008 12:00:00 AM","8/4/1990 12:00:00 AM","adventure-works\michael1","michael1@adventure-works.com","454-555-0119","S","Michael Rothkugel","454-555-0119","False","M","1","15.0000","70","55","True","False","Production","8/10/2008 12:00:00 AM","","Current","System.Byte[]"
"103","147","322160340","","11","Lane","Sacksteder","M","False","Production Technician - WC20","8/11/2008 12:00:00 AM","4/23/1974 12:00:00 AM","adventure-works\lane0","lane0@adventure-works.com","200-555-0117","M","Lane Sacksteder","200-555-0117","False","M","1","14.0000","11","25","True","False","Production","8/11/2008 12:00:00 AM","","Current","System.Byte[]"
"104","16","827686041","","11","Pete","Male","C","False","Production Technician - WC50","8/11/2008 12:00:00 AM","9/3/1976 12:00:00 AM","adventure-works\pete0","pete0@adventure-works.com","768-555-0123","S","Pete Male","768-555-0123","False","M","1","11.0000","13","26","True","False","Production","8/11/2008 12:00:00 AM","","Current","System.Byte[]"
"105","44","671089628","","11","Dan","Bacon","K","False","Application Specialist","8/11/2008 12:00:00 AM","1/24/1981 12:00:00 AM","adventure-works\dan0","dan0@adventure-works.com","166-555-0159","M","Dan Bacon","166-555-0159","True","M","2","27.4038","72","56","True","False","Information Services","8/11/2008 12:00:00 AM","","Current","System.Byte[]"
"106","143","231203233","","11","David","Barber","M","False","Assistant to the Chief Financial Officer","8/12/2008 12:00:00 AM","1/20/1964 12:00:00 AM","adventure-works\david5","david5@adventure-works.com","477-555-0132","S","David Barber","477-555-0132","False","M","2","13.4615","56","48","True","False","Finance","8/12/2008 12:00:00 AM","","Current","System.Byte[]"
"107","76","204035155","","11","Lolan","Song","B","False","Production Technician - WC50","8/12/2008 12:00:00 AM","8/24/1972 12:00:00 AM","adventure-works\lolan0","lolan0@adventure-works.com","582-555-0178","M","Lolan Song","582-555-0178","False","M","1","11.0000","7","23","True","False","Production","8/12/2008 12:00:00 AM","","Current","System.Byte[]"
"108","214","992874797","","11","Paula","Nartker","R","False","Production Technician - WC40","8/12/2008 12:00:00 AM","9/10/1986 12:00:00 AM","adventure-works\paula1","paula1@adventure-works.com","476-555-0119","M","Paula Nartker","476-555-0119","False","F","1","15.0000","54","47","True","False","Production","8/12/2008 12:00:00 AM","","Current","System.Byte[]"
"109","7","767955365","","11","Mary","Gibson","E","False","Marketing Specialist","8/12/2008 12:00:00 AM","4/13/1962 12:00:00 AM","adventure-works\mary0","mary0@adventure-works.com","531-555-0183","M","Mary Gibson","531-555-0183","False","F","2","14.4231","46","43","True","False","Marketing","8/12/2008 12:00:00 AM","","Current","System.Byte[]"
"110","40","342607223","","11","Mindaugas","Krapauskas","J","False","Production Technician - WC50","8/13/2008 12:00:00 AM","12/5/1977 12:00:00 AM","adventure-works\mindaugas0","mindaugas0@adventure-works.com","637-555-0120","M","Mindaugas Krapauskas","637-555-0120","False","M","1","11.0000","97","68","True","False","Production","8/13/2008 12:00:00 AM","","Current","System.Byte[]"
"111","23","45615666","","11","Eric","Gubbels","","False","Production Supervisor - WC20","8/14/2008 12:00:00 AM","8/19/1984 12:00:00 AM","adventure-works\eric0","eric0@adventure-works.com","260-555-0119","M","Eric Gubbels","260-555-0119","False","M","2","25.0000","40","40","True","False","Production","8/14/2008 12:00:00 AM","","Current","System.Byte[]"
"112","","295847284","","11","Ken","S?nchez","J","False","Chief Executive Officer","8/14/2008 12:00:00 AM","8/29/1968 12:00:00 AM","adventure-works\ken0","ken0@adventure-works.com","697-555-0142","S","Ken S?nchez","697-555-0142","True","M","2","125.5000","99","69","True","False","Executive","8/14/2008 12:00:00 AM","","Current","System.Byte[]"
"113","138","733022683","","11","Jason","Watters","M","False","Production Technician - WC30","8/14/2008 12:00:00 AM","7/7/1988 12:00:00 AM","adventure-works\jason0","jason0@adventure-works.com","571-555-0179","S","Jason Watters","571-555-0179","False","M","1","9.5000","38","39","True","False","Production","8/14/2008 12:00:00 AM","","Current","System.Byte[]"
"114","43","381772114","","11","Mark","Harrington","L","False","Quality Assurance Technician","8/15/2008 12:00:00 AM","11/28/1985 12:00:00 AM","adventure-works\mark0","mark0@adventure-works.com","147-555-0179","S","Mark Harrington","147-555-0179","False","M","2","10.5769","83","61","True","False","Quality Assurance","8/15/2008 12:00:00 AM","","Current","System.Byte[]"
"115","163","187369436","","11","Janeth","Esteves","M","False","Production Technician - WC45","8/15/2008 12:00:00 AM","2/22/1972 12:00:00 AM","adventure-works\janeth0","janeth0@adventure-works.com","540-555-0191","S","Janeth Esteves","540-555-0191","False","F","1","10.0000","81","60","True","False","Production","8/15/2008 12:00:00 AM","","Current","System.Byte[]"
"116","188","364818297","","11","Marc","Ingle","J","False","Production Technician - WC30","8/16/2008 12:00:00 AM","5/24/1986 12:00:00 AM","adventure-works\marc0","marc0@adventure-works.com","234-555-0169","M","Marc Ingle","234-555-0169","False","M","1","9.5000","22","31","True","False","Production","8/16/2008 12:00:00 AM","","Current","System.Byte[]"
"117","162","658797903","","11","Gigi","Matthew","N","False","Research and Development Engineer","8/16/2008 12:00:00 AM","8/21/1978 12:00:00 AM","adventure-works\gigi0","gigi0@adventure-works.com","185-555-0186","M","Gigi Matthew","185-555-0186","True","F","2","40.8654","63","51","True","False","Research and Development","8/16/2008 12:00:00 AM","","Current","System.Byte[]"
"118","111","886023130","","11","Paul","Singh","R","False","Production Technician - WC20","8/17/2008 12:00:00 AM","6/4/1990 12:00:00 AM","adventure-works\paul1","paul1@adventure-works.com","727-555-0112","M","Paul Singh","727-555-0112","False","M","1","14.0000","6","23","True","False","Production","8/17/2008 12:00:00 AM","","Current","System.Byte[]"
"119","214","749211824","","11","Frank","Lee","T","False","Production Technician - WC40","8/17/2008 12:00:00 AM","4/6/1987 12:00:00 AM","adventure-works\frank0","frank0@adventure-works.com","158-555-0191","M","Frank Lee","158-555-0191","False","M","1","15.0000","56","48","True","False","Production","8/17/2008 12:00:00 AM","","Current","System.Byte[]"
"120","44","643805155","","11","Fran?ois","Ajenstat","P","False","Database Administrator","8/17/2008 12:00:00 AM","6/13/1980 12:00:00 AM","adventure-works\fran?ois0","fran?ois0@adventure-works.com","785-555-0110","S","Fran?ois Ajenstat","785-555-0110","True","M","2","38.4615","67","53","True","False","Information Services","8/17/2008 12:00:00 AM","","Current","System.Byte[]"
"121","16","92096924","","11","Diane","Tibbott","H","False","Production Technician - WC50","8/18/2008 12:00:00 AM","3/9/1989 12:00:00 AM","adventure-works\diane2","diane2@adventure-works.com","361-555-0180","S","Diane Tibbott","361-555-0180","False","F","1","11.0000","8","24","True","False","Production","8/18/2008 12:00:00 AM","","Current","System.Byte[]"
"122","7","72636981","","11","Jill","Williams","A","False","Marketing Specialist","8/18/2008 12:00:00 AM","1/16/1979 12:00:00 AM","adventure-works\jill0","jill0@adventure-works.com","510-555-0121","M","Jill Williams","510-555-0121","False","F","2","14.4231","47","43","True","False","Marketing","8/18/2008 12:00:00 AM","","Current","System.Byte[]"
"123","40","563680513","","11","Angela","Barbariol","W","False","Production Technician - WC50","8/20/2008 12:00:00 AM","12/29/1990 12:00:00 AM","adventure-works\angela0","angela0@adventure-works.com","150-555-0194","S","Angela Barbariol","150-555-0194","False","F","1","11.0000","92","66","True","False","Production","8/20/2008 12:00:00 AM","","Current","System.Byte[]"
"124","87","584205124","","11","Matthias","Berndt","T","False","Shipping and Receiving Clerk","8/20/2008 12:00:00 AM","6/11/1973 12:00:00 AM","adventure-works\matthias0","matthias0@adventure-works.com","139-555-0120","M","Matthias Berndt","139-555-0120","False","M","2","9.5000","94","67","True","False","Shipping and Receiving","8/20/2008 12:00:00 AM","","Current","System.Byte[]"
"125","9","458159238","","11","Bryan","Baker","","False","Production Technician - WC60","8/21/2008 12:00:00 AM","3/27/1973 12:00:00 AM","adventure-works\bryan0","bryan0@adventure-works.com","712-555-0113","S","Bryan Baker","712-555-0113","False","M","1","12.4500","35","37","True","False","Production","8/21/2008 12:00:00 AM","","Current","System.Byte[]"
"126","23","712885347","","11","Jeff","Hay","V","False","Production Supervisor - WC45","8/21/2008 12:00:00 AM","8/15/1976 12:00:00 AM","adventure-works\jeff0","jeff0@adventure-works.com","350-555-0167","M","Jeff Hay","350-555-0167","False","M","2","25.0000","74","57","True","False","Production","8/21/2008 12:00:00 AM","","Current","System.Byte[]"
"127","188","87268837","","11","Eugene","Zabokritski","R","False","Production Technician - WC30","8/21/2008 12:00:00 AM","2/12/1987 12:00:00 AM","adventure-works\eugene0","eugene0@adventure-works.com","241-555-0191","S","Eugene Zabokritski","241-555-0191","False","M","1","9.5000","33","36","True","False","Production","8/21/2008 12:00:00 AM","","Current","System.Byte[]"
"128","186","969985265","","11","Barbara","Decker","S","False","Production Technician - WC20","8/22/2008 12:00:00 AM","7/29/1984 12:00:00 AM","adventure-works\barbara0","barbara0@adventure-works.com","119-555-0192","M","Barbara Decker","119-555-0192","False","F","1","14.0000","17","28","True","False","Production","8/22/2008 12:00:00 AM","","Current","System.Byte[]"
"129","126","539490372","","11","Chris","Preston","T","False","Production Technician - WC45","8/22/2008 12:00:00 AM","7/16/1988 12:00:00 AM","adventure-works\chris0","chris0@adventure-works.com","200-555-0112","M","Chris Preston","200-555-0112","False","M","1","10.0000","76","58","True","False","Production","8/22/2008 12:00:00 AM","","Current","System.Byte[]"
"130","92","242381745","","11","Sean","Chai","N","False","Document Control Assistant","8/22/2008 12:00:00 AM","10/10/1986 12:00:00 AM","adventure-works\sean1","sean1@adventure-works.com","205-555-0132","S","Sean Chai","205-555-0132","False","M","2","10.2500","78","59","True","False","Document Control","8/22/2008 12:00:00 AM","","Current","System.Byte[]"
"131","44","929666391","","11","Dan","Wilson","B","False","Database Administrator","8/22/2008 12:00:00 AM","8/6/1975 12:00:00 AM","adventure-works\dan1","dan1@adventure-works.com","653-555-0144","M","Dan Wilson","653-555-0144","True","M","2","38.4615","66","53","True","False","Information Services","8/22/2008 12:00:00 AM","","Current","System.Byte[]"
"132","18","948320468","","11","Mark","McArthur","K","False","Production Technician - WC60","8/23/2008 12:00:00 AM","4/25/1979 12:00:00 AM","adventure-works\mark1","mark1@adventure-works.com","417-555-0154","S","Mark McArthur","417-555-0154","False","M","1","12.4500","19","29","True","False","Production","8/23/2008 12:00:00 AM","","Current","System.Byte[]"
"133","142","931190412","","11","Bryan","Walton","A","False","Accounts Receivable Specialist","8/24/2008 12:00:00 AM","4/20/1984 12:00:00 AM","adventure-works\bryan1","bryan1@adventure-works.com","935-555-0199","S","Bryan Walton","935-555-0199","False","M","2","19.0000","62","51","True","False","Finance","8/24/2008 12:00:00 AM","","Current","System.Byte[]"
"134","76","153288994","","11","Houman","Pournasseh","N","False","Production Technician - WC50","8/25/2008 12:00:00 AM","3/30/1971 12:00:00 AM","adventure-works\houman0","houman0@adventure-works.com","180-555-0136","M","Houman Pournasseh","180-555-0136","False","M","1","11.0000","3","21","True","False","Production","8/25/2008 12:00:00 AM","","Current","System.Byte[]"
"135","46","981495526","","11","Sairaj","Uddin","L","False","Scheduling Assistant","8/26/2008 12:00:00 AM","7/22/1987 12:00:00 AM","adventure-works\sairaj0","sairaj0@adventure-works.com","500-555-0159","M","Sairaj Uddin","500-555-0159","False","M","2","16.0000","46","43","True","False","Production Control","8/26/2008 12:00:00 AM","","Current","System.Byte[]"
"136","177","363996959","","11","Michiko","Osada","F","False","Production Technician - WC30","8/26/2008 12:00:00 AM","1/25/1982 12:00:00 AM","adventure-works\michiko0","michiko0@adventure-works.com","984-555-0148","S","Michiko Osada","984-555-0148","False","M","1","9.5000","44","42","True","False","Production","8/26/2008 12:00:00 AM","","Current","System.Byte[]"
"137","188","585408256","","11","Benjamin","Martin","R","False","Production Technician - WC30","8/27/2008 12:00:00 AM","8/5/1985 12:00:00 AM","adventure-works\benjamin0","benjamin0@adventure-works.com","533-555-0111","S","Benjamin Martin","533-555-0111","False","M","1","9.5000","28","34","True","False","Production","8/27/2008 12:00:00 AM","","Current","System.Byte[]"
"138","23","386315192","","11","Cynthia","Randall","S","False","Production Supervisor - WC30","8/27/2008 12:00:00 AM","3/18/1981 12:00:00 AM","adventure-works\cynthia0","cynthia0@adventure-works.com","352-555-0138","S","Cynthia Randall","352-555-0138","False","F","2","25.0000","69","54","True","False","Production","8/27/2008 12:00:00 AM","","Current","System.Byte[]"
"139","201","167554340","","11","Kathie","Flood","E","False","Production Technician - WC45","8/27/2008 12:00:00 AM","6/1/1990 12:00:00 AM","adventure-works\kathie0","kathie0@adventure-works.com","446-555-0118","M","Kathie Flood","446-555-0118","False","F","1","10.0000","87","63","True","False","Production","8/27/2008 12:00:00 AM","","Current","System.Byte[]"
"140","18","410742000","","11","Britta","Simon","L","False","Production Technician - WC60","8/29/2008 12:00:00 AM","4/28/1989 12:00:00 AM","adventure-works\britta0","britta0@adventure-works.com","955-555-0169","M","Britta Simon","955-555-0169","False","F","1","12.4500","14","27","True","False","Production","8/29/2008 12:00:00 AM","","Current","System.Byte[]"
"141","214","746201340","","11","Brian","Lloyd","T","False","Production Technician - WC40","8/29/2008 12:00:00 AM","9/10/1976 12:00:00 AM","adventure-works\brian0","brian0@adventure-works.com","110-555-0182","S","Brian Lloyd","110-555-0182","False","M","1","15.0000","55","47","True","False","Production","8/29/2008 12:00:00 AM","","Current","System.Byte[]"
"142","143","30845","","11","David","Liu","J","False","Accounts Manager","8/30/2008 12:00:00 AM","2/5/1983 12:00:00 AM","adventure-works\david6","david6@adventure-works.com","646-555-0185","M","David Liu","646-555-0185","True","M","2","34.7356","57","48","True","False","Finance","8/30/2008 12:00:00 AM","","Current","System.Byte[]"
"143","112","184188301","","11","Laura","Norman","F","False","Chief Financial Officer","8/31/2008 12:00:00 AM","8/6/1975 12:00:00 AM","adventure-works\laura1","laura1@adventure-works.com","615-555-0110","M","Laura Norman","615-555-0110","True","F","2","60.0962","0","20","True","False","Executive","8/31/2008 12:00:00 AM","6/13/2013 12:00:00 AM","","System.Byte[]"
"144","112","184188301","","11","Laura","Norman","F","False","Chief Financial Officer","8/31/2008 12:00:00 AM","8/6/1975 12:00:00 AM","adventure-works\laura1","laura1@adventure-works.com","615-555-0110","M","Laura Norman","615-555-0110","True","F","2","60.0962","0","20","True","False","Executive","6/13/2013 12:00:00 AM","","Current","System.Byte[]"
"145","40","398737566","","11","Michael","Patten","W","False","Production Technician - WC50","8/31/2008 12:00:00 AM","12/1/1973 12:00:00 AM","adventure-works\michael2","michael2@adventure-works.com","441-555-0195","S","Michael Patten","441-555-0195","False","M","1","11.0000","98","69","True","False","Production","8/31/2008 12:00:00 AM","","Current","System.Byte[]"
"146","138","764853868","","11","Andy","Ruth","M","False","Production Technician - WC30","8/31/2008 12:00:00 AM","5/20/1983 12:00:00 AM","adventure-works\andy0","andy0@adventure-works.com","118-555-0110","M","Andy Ruth","118-555-0110","False","M","1","9.5000","39","39","True","False","Production","8/31/2008 12:00:00 AM","","Current","System.Byte[]"
"147","23","319472946","","11","Yuhong","Li","L","False","Production Supervisor - WC20","9/1/2008 12:00:00 AM","11/4/1976 12:00:00 AM","adventure-works\yuhong0","yuhong0@adventure-works.com","965-555-0155","M","Yuhong Li","965-555-0155","False","M","2","25.0000","41","40","True","False","Production","9/1/2008 12:00:00 AM","","Current","System.Byte[]"
"148","163","456839592","","11","Robert","Rounthwaite","J","False","Production Technician - WC45","9/2/2008 12:00:00 AM","9/28/1984 12:00:00 AM","adventure-works\robert0","robert0@adventure-works.com","589-555-0147","S","Robert Rounthwaite","589-555-0147","False","M","1","10.0000","82","61","True","False","Production","9/2/2008 12:00:00 AM","","Current","System.Byte[]"
"149","43","131471224","","11","Andreas","Berglund","T","False","Quality Assurance Technician","9/2/2008 12:00:00 AM","10/26/1988 12:00:00 AM","adventure-works\andreas0","andreas0@adventure-works.com","181-555-0124","M","Andreas Berglund","181-555-0124","False","M","2","10.5769","84","62","True","False","Quality Assurance","9/2/2008 12:00:00 AM","","Current","System.Byte[]"
"150","188","259388196","","11","Reed","Koch","T","False","Production Technician - WC30","9/2/2008 12:00:00 AM","8/8/1988 12:00:00 AM","adventure-works\reed0","reed0@adventure-works.com","678-555-0110","M","Reed Koch","678-555-0110","False","M","1","9.5000","23","31","True","False","Production","9/2/2008 12:00:00 AM","","Current","System.Byte[]"
"151","147","812797414","","11","Linda","Randall","A","False","Production Technician - WC20","9/3/2008 12:00:00 AM","5/5/1977 12:00:00 AM","adventure-works\linda1","linda1@adventure-works.com","696-555-0157","S","Linda Randall","696-555-0157","False","F","1","14.0000","12","26","True","False","Production","9/3/2008 12:00:00 AM","","Current","System.Byte[]"
"152","112","519899904","","11","James","Hamilton","R","False","Vice President of Production","9/3/2008 12:00:00 AM","2/4/1988 12:00:00 AM","adventure-works\james1","james1@adventure-works.com","870-555-0122","S","James Hamilton","870-555-0122","True","M","2","84.1346","64","52","True","False","Production","9/3/2008 12:00:00 AM","","Current","System.Byte[]"
"153","44","314747499","","11","Ramesh","Meyyappan","V","False","Application Specialist","9/3/2008 12:00:00 AM","10/12/1987 12:00:00 AM","adventure-works\ramesh0","ramesh0@adventure-works.com","182-555-0134","S","Ramesh Meyyappan","182-555-0134","True","M","2","27.4038","73","56","True","False","Information Services","9/3/2008 12:00:00 AM","","Current","System.Byte[]"
"154","44","858323870","","11","Stephanie","Conroy","A","False","Network Manager","9/4/2008 12:00:00 AM","10/24/1983 12:00:00 AM","adventure-works\stephanie0","stephanie0@adventure-works.com","594-555-0110","S","Stephanie Conroy","594-555-0110","True","F","2","39.6635","68","54","True","False","Information Services","9/4/2008 12:00:00 AM","","Current","System.Byte[]"
"155","111","25011600","","11","Samantha","Smith","H","False","Production Technician - WC20","9/4/2008 12:00:00 AM","6/22/1987 12:00:00 AM","adventure-works\samantha0","samantha0@adventure-works.com","587-555-0114","M","Samantha Smith","587-555-0114","False","F","1","14.0000","7","23","True","False","Production","9/4/2008 12:00:00 AM","","Current","System.Byte[]"
"156","214","436757988","","11","Tawana","Nusbaum","G","False","Production Technician - WC40","9/5/2008 12:00:00 AM","6/10/1989 12:00:00 AM","adventure-works\tawana0","tawana0@adventure-works.com","368-555-0113","S","Tawana Nusbaum","368-555-0113","False","M","1","15.0000","50","45","True","False","Production","9/5/2008 12:00:00 AM","","Current","System.Byte[]"
"157","16","652535724","","11","Denise","Smith","H","False","Production Technician - WC50","9/5/2008 12:00:00 AM","2/4/1988 12:00:00 AM","adventure-works\denise0","denise0@adventure-works.com","869-555-0119","M","Denise Smith","869-555-0119","False","F","1","11.0000","9","24","True","False","Production","9/5/2008 12:00:00 AM","","Current","System.Byte[]"
"158","32","416679555","","11","Hao","Chen","O","False","Human Resources Administrative Assistant","9/6/2008 12:00:00 AM","11/15/1976 12:00:00 AM","adventure-works\hao0","hao0@adventure-works.com","806-555-0136","S","Hao Chen","806-555-0136","False","M","2","13.9423","52","46","True","False","Human Resources","9/6/2008 12:00:00 AM","","Current","System.Byte[]"
"159","126","377784364","","11","Alex","Nayberg","M","False","Production Technician - WC45","9/8/2008 12:00:00 AM","11/11/1989 12:00:00 AM","adventure-works\alex0","alex0@adventure-works.com","819-555-0198","M","Alex Nayberg","819-555-0198","False","M","1","10.0000","77","58","True","False","Production","9/8/2008 12:00:00 AM","","Current","System.Byte[]"
"160","9","66073987","","11","Eugene","Kogan","O","False","Production Technician - WC60","9/8/2008 12:00:00 AM","9/10/1975 12:00:00 AM","adventure-works\eugene1","eugene1@adventure-works.com","173-555-0179","S","Eugene Kogan","173-555-0179","False","M","1","12.4500","36","38","True","False","Production","9/8/2008 12:00:00 AM","","Current","System.Byte[]"
"161","18","999440576","","11","Brandon","Heidepriem","G","False","Production Technician - WC60","9/8/2008 12:00:00 AM","8/10/1976 12:00:00 AM","adventure-works\brandon0","brandon0@adventure-works.com","429-555-0137","M","Brandon Heidepriem","429-555-0137","False","M","1","12.4500","22","31","True","False","Production","9/8/2008 12:00:00 AM","","Current","System.Byte[]"
"162","3","134969118","","11","Dylan","Miller","A","False","Research and Development Manager","9/8/2008 12:00:00 AM","9/24/1986 12:00:00 AM","adventure-works\dylan0","dylan0@adventure-works.com","181-555-0156","M","Dylan Miller","181-555-0156","True","M","2","50.4808","61","50","True","False","Research and Development","9/8/2008 12:00:00 AM","","Current","System.Byte[]"
